,SurveyYear,AreaDesc,SiteName,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,ValidHooks,TotalFish,TotalFishingTime.sec,Bank.Rockfish,Barred.Sand.Bass,Blue.Rockfish,Bocaccio,Brown.Rockfish,Brown.Smoothhound,Calico.Rockfish,California.Scorpionfish,California.Sheephead,California.Yellowtail,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Freckled.Rockfish,Gopher.Rockfish,Gray.Smoothhound,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,AreaDesc2,MPA.group,MPA.group2,MPA.group3,SiteType,MPA.type,CPUE.Fishpermin,CPUE.Fishper5min,CPUE.Fishpervalidhook,CPUE.Fishfor75hooks,Richness,MPA.when.sampled,BACI.ControlImpact,Mat.Verm,Imm.Verm,Mat.Boc,Imm.Boc,Imm.Gspot,Mat.Gspot,Target.sp,Nontarget.sp,Piscivore,Carnivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.DShannons,Nontarget.DShannons,Piscivore.DShannons,Carnivore.DShannons,Planktivore.DShannons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson,n,Biomass,Nontarget.bio,Target.bio,Carnivore.bio,Piscivore.bio,Planktivore.bio
367,2011,South Coast,293,NA,NA,NA,27.5,28.2125001,28.9,70,8,3346,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Protected,Marine conservation area,0.143454871,1.6,0.114285714,8.571428571,6,0,NA,0,0,0,3,0,0,7,1,4,3,1,0.1,0.014285714,0.057142857,0.042857143,0.014285714,1.475076311,0,0.562335145,1.098612289,0,1.667461933,0.78125,4.571428571,8,5.42,0.14,5.28,0.76,4.54,0.12
368,2012,South Coast,293,19.1,19.38333333,19.5,27.6,28.03333346,28.6,70,6,3492,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Protected,Marine conservation area,0.103092784,1.2,0.085714286,6.428571429,2,1,Protected,0,0,1,4,0,0,5,1,5,1,0,0.071428571,0.014285714,0.071428571,0.014285714,0,0,0,0,0,0,0.450561209,0.277777778,1.384615385,6,2.84,0.1,2.74,0.1,2.74,0
369,2013,South Coast,293,21.2,21.24,21.3,28,28.4,29,75,5,3571,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Protected,Marine conservation area,0.084010081,1,0.066666667,5,3,1,Protected,1,0,3,0,0,0,4,1,3,2,0,0.053333333,0.013333333,0.04,0.026666667,0,0.562335145,0,0,0.693147181,0,0.950270539,0.56,2.272727273,5,4.24,0.2,4.04,1.38,2.86,0
370,2014,South Coast,293,21.4,21.63333333,21.7,27.9,28.38888868,29.1,75,9,3972,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Protected,Marine conservation area,0.135951662,1.8,0.12,9,4,1,Protected,0,0,2,0,0,0,6,3,2,3,4,0.08,0.04,0.026666667,0.04,0.053333333,1.098612289,0,0,0,0.693147181,1.368922361,0.740740741,3.857142857,9,3.48,0.34,3.14,0.34,2.38,0.76
371,2015,South Coast,293,23.2,23.35,23.5,27.2,27.94999981,28.8,75,4,4294,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Protected,Marine conservation area,0.055891942,0.8,0.053333333,4,3,1,Protected,1,1,0,0,0,0,4,0,0,3,1,0.053333333,0,0,0.04,0.013333333,1.039720771,0,0,0.636514168,0,1.039720771,0.625,2.666666667,4,3.66,0,3.66,3.56,0,0.1
372,2016,South Coast,293,NA,NA,NA,27.4,28.07999992,28.9,75,10,4543,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Protected,Marine conservation area,0.132071319,2,0.133333333,10,6,1,Protected,0,4,0,0,0,0,8,2,0,9,1,0.106666667,0.026666667,0,0.12,0.013333333,1.386294361,0,0,1.427061043,0,1.609437912,0.76,4.166666667,10,4.16,0.5,3.66,3.74,0,0.42
373,2017,South Coast,293,NA,NA,NA,27.5,27.79999995,28.1,75,8,3910,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Protected,Marine conservation area,0.122762148,1.6,0.106666667,8,5,1,Protected,0,1,2,0,0,0,7,1,2,2,4,0.093333333,0.013333333,0.026666667,0.026666667,0.053333333,1.277034259,0,0,0.693147181,0.562335145,1.494175138,0.75,4,8,4.44,0.12,4.32,0.78,2.02,1.64
374,2018,South Coast,293,NA,NA,NA,27.9,28.29999945,29.1,75,9,4236,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Protected,Marine conservation area,0.127478754,1.8,0.12,9,4,1,Protected,0,1,0,0,0,0,8,1,1,2,6,0.106666667,0.013333333,0.013333333,0.026666667,0.08,0.73562194,0,0,0.693147181,0,1.002718265,0.518518519,2.076923077,9,3.28,0.24,3.04,1.28,0,2
375,2019,South Coast,293,NA,NA,NA,27,28.12666651,28.5,75,15,4613,0,0,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Protected,Marine conservation area,0.195100802,3,0.2,15,7,1,Protected,0,0,1,0,0,0,14,1,1,4,10,0.186666667,0.013333333,0.013333333,0.053333333,0.133333333,1.430685336,0,0,1.386294361,0.610864302,1.58023634,0.72,3.571428571,15,5.4,0.14,5.26,2.02,0.62,2.76
376,2004,South Coast,298,NA,NA,NA,42.6,42.8333327,43,75,12,3488,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.206422018,2.4,0.16,12,3,0,NA,7,2,1,0,0,2,12,0,1,11,0,0.16,0,0.013333333,0.146666667,0,0.721463687,0,0,0.474139313,0,0.721463687,0.402777778,1.674418605,12,15.56,0,15.56,13.66,1.9,0
377,2005,South Coast,298,NA,NA,NA,42,42.2,43,74,5,3484,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.086107922,1,0.067567568,5.067567568,2,0,NA,0,0,4,0,0,0,5,0,4,1,0,0.067567568,0,0.054054054,0.013513514,0,0.500402424,0,0,0,0,0.500402424,0.32,1.470588235,5,3.16,0,3.16,0.84,2.32,0
378,2006,South Coast,298,NA,NA,NA,42.7,43.10000038,43.4,75,6,4400,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.081818182,1.2,0.08,6,1,0,NA,0,0,6,0,0,0,6,0,6,0,0,0.08,0,0.08,0,0,0,0,0,0,0,0,0,1,6,5.76,0,5.76,0,5.76,0
379,2007,South Coast,298,NA,NA,NA,42.4,42.42857252,42.5,75,7,3804,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.110410095,1.4,0.093333333,7,3,0,NA,2,0,2,2,0,0,7,0,4,3,0,0.093333333,0,0.053333333,0.04,0,0.955699891,0,0,0.636514168,0,0.955699891,0.571428571,2.333333333,7,5.3,0,5.3,2.86,2.44,0
380,2008,South Coast,298,NA,NA,NA,41.8,42.32962912,42.8,75,27,2984,0,0,0,14,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.542895442,5.4,0.36,27,5,0,NA,0,4,14,0,0,1,27,0,14,13,0,0.36,0,0.186666667,0.173333333,0,1.27254682,0,0,1.20479331,0,1.27254682,0.652949246,2.881422925,27,22.7,0,22.7,11.42,11.28,0
381,2009,South Coast,298,NA,NA,NA,42.5,42.59599976,42.9,75,25,4040,0,0,0,4,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.371287129,5,0.333333333,25,4,0,NA,12,6,3,1,0,0,25,0,4,21,0,0.333333333,0,0.053333333,0.28,0,0.860549287,0,0,0.501046914,0,0.860549287,0.448,1.811594203,25,31.9,0,31.9,27.7,4.2,0
382,2010,South Coast,298,NA,NA,NA,42.4,42.46000137,42.7,75,10,2662,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.22539444,2,0.133333333,10,2,0,NA,4,3,2,1,0,0,10,0,3,7,0,0.133333333,0,0.04,0.093333333,0,0.610864302,0,0,0,0,0.610864302,0.42,1.724137931,10,9.44,0,9.44,7.2,2.24,0
383,2011,South Coast,298,NA,NA,NA,42.8,42.81999969,42.9,75,5,4451,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.067400584,1,0.066666667,5,3,0,NA,0,3,0,1,0,0,5,0,1,4,0,0.066666667,0,0.013333333,0.053333333,0,0.950270539,0,0,0.562335145,0,0.950270539,0.56,2.272727273,5,3.72,0,3.72,3.44,0.28,0
384,2012,South Coast,298,20.8,20.8,20.8,41.4,41.57142966,42.6,65,7,4080,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.102941176,1.4,0.107692308,8.076923077,3,0,Control,2,3,0,1,0,0,6,1,2,5,0,0.092307692,0.015384615,0.030769231,0.076923077,0,0.450561209,0,0.693147181,0,0,0.79631164,0.448979592,1.814814815,7,5.5,0.06,5.44,4.92,0.58,0
385,2013,South Coast,298,21.3,21.35185185,21.4,41.4,42.26296347,42.5,75,27,2757,0,0,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.587595212,5.4,0.36,27,6,0,Control,4,2,16,0,0,0,24,3,17,9,1,0.32,0.04,0.226666667,0.12,0.013333333,0.881721482,0.636514168,0.223718076,0.848685558,0,1.20330832,0.589849108,2.43812709,27,23.86,0.14,23.72,9,14.28,0.58
386,2014,South Coast,298,20.8,21.04864865,21.1,42.3,42.68378345,43,75,37,3576,0,0,0,8,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.620805369,7.4,0.493333333,37,6,0,Control,2,21,4,4,0,0,37,0,8,28,1,0.493333333,0,0.106666667,0.373333333,0.013333333,1.137283101,0,0,0.65759895,0,1.137283101,0.559532505,2.270315091,37,22.74,0,22.74,17.2,5.33,0.21
387,2015,South Coast,298,23.1,23.11666667,23.2,42.5,42.56666565,42.6,75,6,4209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.085531005,1.2,0.08,6,4,0,Control,2,1,0,0,0,0,5,1,1,4,1,0.066666667,0.013333333,0.013333333,0.053333333,0.013333333,0.950270539,0,0,0.562335145,0,1.242453325,0.666666667,3,6,4.92,0.4,4.52,4.42,0.4,0.1
388,2016,South Coast,298,NA,NA,NA,42.2,42.54375076,42.9,75,16,4411,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.217637724,3.2,0.213333333,16,4,0,Control,0,10,0,0,0,0,15,1,1,15,0,0.2,0.013333333,0.013333333,0.2,0,0.860851391,0,0,0.860851391,0,1.040839837,0.5546875,2.245614035,16,12.22,0.08,12.14,12.14,0.08,0
389,2017,South Coast,298,NA,NA,NA,42.5,42.82799957,43,75,25,4685,0,0,0,0,1,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.320170758,5,0.333333333,25,4,0,Control,1,12,0,0,0,0,25,0,0,25,0,0.333333333,0,0,0.333333333,0,0.964068122,0,0,0.964068122,0,0.964068122,0.5664,2.306273063,25,22.7,0,22.7,22.7,0,0
390,2018,South Coast,298,NA,NA,NA,42.1,42.84999847,43.6,75,2,4364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.027497709,0.4,0.026666667,2,2,0,Control,0,0,0,0,0,0,1,1,1,0,1,0.013333333,0.013333333,0.013333333,0,0.013333333,0,0,0,0,0,0.693147181,0.5,2,2,0.09,0.09,0,0,0,0.09
391,2019,South Coast,298,NA,NA,NA,42.1,42.34999847,42.6,75,4,4518,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.05312085,0.8,0.053333333,4,2,0,Control,0,0,1,2,0,0,4,0,3,0,1,0.053333333,0,0.04,0,0.013333333,0.562335145,0,0,0,0,0.562335145,0.375,1.6,4,1.32,0,1.32,0,1.18,0.14
392,2004,South Coast,299,NA,NA,NA,23.9,24.27999992,24.5,75,15,4206,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.213980029,3,0.2,15,3,0,NA,0,11,0,0,0,0,15,0,3,12,0,0.2,0,0.04,0.16,0,0.72987121,0,0,0.286835983,0,0.72987121,0.417777778,1.717557252,15,9.6,0,9.6,9.6,0,0
393,2007,South Coast,299,NA,NA,NA,23.4,23.81176432,23.9,75,34,3634,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,18,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.561364887,6.8,0.453333333,34,4,0,NA,1,17,0,0,0,0,20,14,0,20,14,0.266666667,0.186666667,0,0.266666667,0.186666667,0.394397691,0,0,0.394397691,0,0.909493046,0.548442907,2.214559387,34,11.48,4.08,7.4,7.4,0,4.08
394,2008,South Coast,299,NA,NA,NA,27.2,27.20000076,27.2,75,1,4093,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.014659174,0.2,0.013333333,1,1,0,NA,0,0,0,0,0,0,1,0,0,1,0,0.013333333,0,0,0.013333333,0,0,0,0,0,0,0,0,1,1,0.54,0,0.54,0.54,0,0
395,2009,South Coast,299,NA,NA,NA,23.3,23.39999948,23.8,75,14,4526,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.185594344,2.8,0.186666667,14,5,0,NA,0,9,0,0,0,0,13,1,1,13,0,0.173333333,0.013333333,0.013333333,0.173333333,0,0.937155853,0,0,0.937155853,0,1.12753479,0.551020408,2.227272727,14,6.3,0.18,6.12,6.24,0,0.06
396,2010,South Coast,299,NA,NA,NA,23.5,23.72499943,23.8,75,4,2722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.088170463,0.8,0.053333333,4,1,0,NA,0,4,0,0,0,0,4,0,0,4,0,0.053333333,0,0,0.053333333,0,0,0,0,0,0,0,0,1,4,0.76,0,0.76,0.76,0,0
397,2011,South Coast,299,NA,NA,NA,23.3,23.8499999,24.1,75,4,4507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.053250499,0.8,0.053333333,4,1,0,NA,0,4,0,0,0,0,4,0,0,4,0,0.053333333,0,0,0.053333333,0,0,0,0,0,0,0,0,1,4,0.66,0,0.66,0.66,0,0
398,2012,South Coast,299,20.2,20.2875,20.4,23.5,23.61250019,23.8,75,8,3345,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.143497758,1.6,0.106666667,8,4,0,Control,0,4,0,0,0,0,6,2,1,5,2,0.08,0.026666667,0.013333333,0.066666667,0.026666667,0.867563228,0,0,0.500402424,0,1.213007566,0.65625,2.909090909,8,2.9,0.42,2.48,2.48,0,0.42
399,2013,South Coast,299,20.9,21.03333333,21.8,23.2,23.82500045,24.3,73,12,2934,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.245398773,2.4,0.164383562,12.32876712,3,0,Control,0,9,0,0,0,0,10,2,0,12,0,0.136986301,0.02739726,0,0.164383562,0,0.325082973,0,0,0.721463687,0,0.721463687,0.402777778,1.674418605,12,4.38,0.24,4.14,4.38,0,0
400,2014,South Coast,299,20.4,20.4,20.4,23.5,23.76666641,23.9,75,3,4371,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.041180508,0.6,0.04,3,3,0,Control,0,1,0,0,0,0,3,0,2,1,0,0.04,0,0.026666667,0.013333333,0,1.098612289,0,0.693147181,0,0,1.098612289,0.666666667,3,3,0.38,0.08,0.3,0.08,0.22,0.08
401,2015,South Coast,299,22.5,22.725,22.8,23.6,23.75000048,24,75,4,4334,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.055376096,0.8,0.053333333,4,3,0,Control,0,0,0,0,0,0,4,0,2,2,0,0.053333333,0,0.026666667,0.026666667,0,1.039720771,0,0,0.693147181,0,1.039720771,0.625,2.666666667,4,1.8,0,1.8,1.36,0.44,0
402,2016,South Coast,299,NA,NA,NA,23.9,24.36999989,24.8,70,20,4384,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,14,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.273722628,4,0.285714286,21.42857143,5,0,Control,0,14,0,0,0,0,20,0,5,15,0,0.285714286,0,0.071428571,0.214285714,0,0.9836003,0,0.950270539,0.244930027,0,0.9836003,0.48,1.923076923,20,6.72,0,6.72,5.02,1.7,0
403,2017,South Coast,299,NA,NA,NA,22.5,23.37999992,24.1,75,15,4700,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.191489362,3,0.2,15,4,0,Control,0,12,0,0,0,0,14,1,2,13,0,0.186666667,0.013333333,0.026666667,0.173333333,0,0.509137344,0,0.693147181,0.271189373,0,0.720124881,0.346666667,1.530612245,15,3.44,0.14,3.3,3.14,0.22,0.08
404,2018,South Coast,299,NA,NA,NA,23.9,24.06666692,24.1,75,6,3555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.101265823,1.2,0.08,6,2,0,Control,0,5,0,0,0,0,6,0,1,5,0,0.08,0,0.013333333,0.066666667,0,0.450561209,0,0,0,0,0.450561209,0.277777778,1.384615385,6,1.44,0,1.44,1.2,0.24,0
405,2019,South Coast,299,NA,NA,NA,23.1,23.69090965,24.2,75,11,4767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,South Coast,South La Jolla,South La Jolla,South Coast,Control,Non reserve,0.138451857,2.2,0.146666667,11,2,0,Control,0,10,0,0,0,0,11,0,1,10,0,0.146666667,0,0.013333333,0.133333333,0,0.304636097,0,0,0,0,0.304636097,0.165289256,1.198019802,11,2.38,0,2.38,2.24,0.14,0
406,2005,Point Conception/Arguello,374,NA,NA,NA,52,53.12909102,57.5,75,55,2274,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,7,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,1.451187335,11,0.733333333,55,5,0,NA,2,23,0,7,0,15,55,0,7,48,0,0.733333333,0,0.093333333,0.64,0,1.310326081,0,0,1.064658934,0,1.310326081,0.686280992,3.187565859,55,30.73,0,30.73,27.93,2.8,0
407,2006,Point Conception/Arguello,374,NA,NA,NA,52.1,52.09999847,52.1,75,3,4526,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.039770217,0.6,0.04,3,2,0,NA,0,0,1,0,0,0,3,0,1,0,2,0.04,0,0.013333333,0,0.026666667,0.636514168,0,0,0,0,0.636514168,0.444444444,1.8,3,1.4,0,1.4,0,1.22,0.18
408,2007,Point Conception/Arguello,374,NA,NA,NA,52,52.37058875,53,75,34,3512,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.580865604,6.8,0.453333333,34,5,0,NA,2,5,0,5,0,16,34,0,5,29,0,0.453333333,0,0.066666667,0.386666667,0,1.380435467,0,0,1.128872988,0,1.380435467,0.697231834,3.302857143,34,20.45,0,20.45,18.51,1.94,0
409,2008,Point Conception/Arguello,374,NA,NA,NA,50.2,51.4452382,53,75,42,3356,0,0,0,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,11,7,0,0,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.750893921,8.4,0.56,42,8,0,NA,6,5,4,6,0,7,40,2,10,30,2,0.533333333,0.026666667,0.133333333,0.4,0.026666667,1.703428711,0,0,1.521458088,0,1.81375714,0.811791383,5.313253012,42,28.18,0.5,27.68,21.86,4.9,1.42
410,2009,Point Conception/Arguello,374,NA,NA,NA,51.9,52.18085188,52.5,75,47,3696,0,0,0,14,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,5,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,12,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.762987013,9.4,0.626666667,47,9,0,NA,1,11,1,13,0,8,46,1,19,26,2,0.613333333,0.013333333,0.253333333,0.346666667,0.026666667,1.720085271,0,0.576334128,1.258112324,0.693147181,1.786454373,0.796740607,4.919821826,47,24.41,0.24,24.17,16.86,7.07,0.48
411,2010,Point Conception/Arguello,374,NA,NA,NA,50.9,51.16666701,51.4,68,33,3708,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,0,Conception/Miguel,Conception,Conception/Richardson,Conception,Control,Non reserve,0.533980583,6.6,0.485294118,36.39705882,4,0,NA,15,11,3,2,0,1,33,0,5,28,0,0.485294118,0,0.073529412,0.411764706,0,0.685668181,0,0,0.306829153,0,0.685668181,0.354453627,1.549075391,33,31.66,0,31.66,28.28,3.38,0
