SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,CDFGBlock,IncludeSiteSheet,IncludeDrop,IncludeDropDetail,IncludeHook,MinOfAvgSST,AvgOfAvgSST,MaxOfAvgSST,MinOfVesselDepth,AvgOfVesselDepth,MaxOfVesselDepth,HookswithFish,ValidHook,Anemone unid,Bank Rockfish,Barred Sand Bass,Blackgill Rockfish,Blue Rockfish,Bocaccio,Bronzespotted Rockfish,Brown Rockfish,Brown Smoothhound,Calico Rockfish,California Market Squid,California Scorpionfish,California Sheephead,California Yellowtail,Canary Rockfish,Chilipepper,Copper Rockfish,Cowcod,Flag Rockfish,Freckled Rockfish,Giant plumose anemone,Gopher Rockfish,Gorgonian unident (coral),Gray Smoothhound,Greenblotched Rockfish,Greenspotted Rockfish,Greenstriped Rockfish,Halfbanded Rockfish,Honeycomb Rockfish,Humboldt Squid,Invert Unidentified,Lingcod,Lizardfish,Mexican Rockfish,Ocean Whitefish,Olive Rockfish,Pacific Bonito,Pacific Jack Mackerel,Pacific Mackerel,Pacific Sardine,Petrale Sole,Pink Rockfish,Pinkrose Rockfish,Rosethorn Rockfish,Rosy Rockfish,Sanddab Unidentified,Sharpchin Rockfish,Shortbelly Rockfish,Silvergray Rockfish,Southern Rock Sole,Speckled Rockfish,Spiny Dogfish,Spiny Sea Star,Squarespot Rockfish,Starry Rockfish,Stripetail Rockfish,Swordspine Rockfish,Treefish,Unknown Fish,Vermilion Rockfish,White Croaker,Whitespeckled Rockfish,Widow Rockfish,Yelloweye Rockfish,Yellowtail Rockfish
2018,Nine Mile Bank,405,32 34.840,117 22.589,9.2,8.40,8.40,879,TRUE,TRUE,TRUE,TRUE,,,,79,79.81904675,80.4,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,9,,3,,,,,1,,,,,,,,,,,,,6,,,,,,,,,,,2,,,,,,,,
2019,Nine Mile Bank,405,32 34.840,117 22.589,9.2,8.40,8.40,879,TRUE,TRUE,TRUE,TRUE,,,,79.9,80.96000061,82.3,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,1,,,,,,,,
2005,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,43.8,44.30000067,45,8,8,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,1,,,,,,2,,,,,
2006,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,44.3,44.93529376,45.1,17,17,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
2007,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,45,45.13913063,45.7,23,23,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
2008,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,44.6,44.6624999,44.7,16,16,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
2010,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,44,44.16428566,44.6,14,14,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,
2011,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,44.3,44.4937489,44.6,16,16,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,
2012,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,18.4,18.71666667,19.2,44.4,44.55000114,44.7,6,6,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2013,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,16.1,16.1,16.1,44.8,45.01999969,45.2,5,5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
2014,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,17.5,17.66190476,17.7,45,45.80952381,47,21,21,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,1,,,,,,5,,,1,,
2015,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,20.5,20.50645161,20.6,44.4,44.47742044,44.8,31,31,,,,,2,8,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,8,,,,,,11,,,,,
2016,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,44.4,44.80937541,45,32,32,,,,,2,3,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,
2017,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,44.1,44.32631563,44.8,19,19,,,,,1,9,,,,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,3,,,,,
2018,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,43.8,44.45333227,45.1,15,15,,,,,1,5,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,5,,,,,
2019,Port Hueneme,407,34 04.147,119 12.595,4.6,3.90,3.90,683,TRUE,TRUE,TRUE,TRUE,,,,43.9,44.01538585,44.2,26,26,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,13,,,,,
2006,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,61.7,62.43333435,63.9,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,,,,,
2007,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,49,49,49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
2008,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,49,52.527273,55.5,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,3,,,,,2,,,,,
2009,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,57.3,59.21428571,61.1,7,7,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,
2010,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,51,55.04999924,59.1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,
2011,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,52,52.96739089,54.1,46,46,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,,
2012,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,20.1,20.1,20.1,50.3,52.48928683,53.4,28,28,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,,,,,
2014,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,19.5,19.59166667,19.6,56.5,58.51944447,59.4,36,36,,,,,,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,2,,,1,,
2016,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,51.7,60.55454566,61.8,11,11,,,,,,4,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,5,,,,,,,,,,
2017,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,52.4,55.36666697,59.5,33,33,,,,,,12,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,,,,,12,,,3,,
2018,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,52.3,54.42727268,59.9,33,33,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,16,,,,6,,,,,1,,,2,,
2019,Anacapa Island,413,33 57.809,119 29.329,17.6,3.80,17.40,707,TRUE,TRUE,TRUE,TRUE,,,,53.2,55.82647032,58,34,34,,,,,,7,,,,,,,,,,4,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,1,,,,,,5,,,2,6,,,,,2,,,,,
2005,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,75.5,75.5,75.5,16,16,,,,,,4,,,,,,,,,,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
2006,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,75.7,76.25714111,78,7,7,,1,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2007,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,76.2,76.58749866,77.4,16,16,,,,,,2,,,,,,,,,,,,5,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
2008,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,76.4,76.57499886,76.7,16,16,,,,,,6,,,,,,,,,,,,5,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,
2009,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,76.2,76.79999881,77.1,9,9,,,,,,3,,,,,,,,,,,,3,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2010,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,76.1,76.57222048,77.3,36,36,,1,,,,1,1,,,,,,,,,,,7,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,24,,,,,
2011,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,75,76.55454358,77.6,22,22,,1,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,7,,,,,
2012,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,19.9,20.05777778,20.2,75.6,75.91555532,76.5,45,45,,,,,,14,,,,,,,,,,1,,8,1,,,,,,,4,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
2013,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,16.4,17.1,17.5,75.5,75.95640955,76.2,39,39,,4,,,,9,,,,,,,,,,8,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,11,,,,,
2014,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,17.6,17.70909091,17.9,75.9,76.15151585,76.6,33,33,,1,,,,5,,,,,,,,,,11,,2,,,,,,,,2,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,
2015,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,20.5,20.64047619,20.8,75.7,76.05714162,76.5,42,42,,4,,,,6,,,,,,,,,,3,,9,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,3,,,,,,,,,11,,,,,
2016,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,75.8,76.64827649,77,29,29,,2,,,,6,1,,,,,,,,,2,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,7,,,,,
2017,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,76.3,76.63333639,76.8,12,12,,,,,,3,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,5,,,,,
2018,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,75.7,76.05499916,77.1,20,20,,2,,,,1,,,,,,,,,,,,7,,,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,3,,,,,
2019,Santa Rosa Flats,414,33 41.915,119 53.201,42.8,15.10,42.50,729,TRUE,TRUE,TRUE,TRUE,,,,75.4,75.84999962,76.3,40,40,,4,,,,1,,,,,,,,,,,,8,,,,,,,,5,,,,,,1,,,,,,,,,,,,,,,,,,,9,,,,1,,,,,11,,,,,
2008,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,,,,126.5,126.7666677,126.9,3,3,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2009,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,,,,124.8,126.6078945,133.6,38,38,,2,,,,19,,,,,,,,,,13,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,,,,126.3,126.7375011,127.3,24,24,,8,,,,1,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,3,,,,,,,,
2011,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,,,,127.3,128.4277789,131.8,18,18,,6,,,,3,,,,,,,,,,,,2,,,,,,,1,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,,,,,,,
2012,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,21.6,21.65555556,21.8,126.1,127.3111106,128.2,9,9,,1,,,,,,,,,,,,,,1,,,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,
2013,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,20.8,20.86315789,20.9,127.2,128.3315775,129,19,19,,4,,,,7,,,,,,,,,,,,3,,,,,,,,,1,,,,,,,1,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,
2014,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,21.3,21.3,21.3,125.3,126.4172413,127.2,29,29,,7,,,,8,1,,,,,,,,,7,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,,,,,,,,
2015,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,22.4,22.4,22.4,124.7,132.9888899,141,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,7,,,,,,,,
2016,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,,,,126.8,129.1512799,129.4,39,39,,15,,,,1,,,,,,,,,,18,,2,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
2017,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,,,,127.3,127.7826928,128.2,52,52,,18,,,,,,,,,,,,,,15,,4,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,
2018,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,,,,126.1,128.9283351,132.5,60,60,,16,,,,10,,,,,,,,,,22,,5,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2019,125 Bank,418,32 44.479,117 47.960,27.2,26.60,26.60,863,TRUE,TRUE,TRUE,TRUE,,,,127.6,128.5799999,129,20,20,,5,,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,
2017,San Miguel Island,419,34 01.844,120 31.948,47.9,4.00,25.00,0,TRUE,TRUE,TRUE,TRUE,,,,69,69.62352977,71,68,68,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,,,,
2018,San Miguel Island,419,34 01.844,120 31.948,47.9,4.00,25.00,0,TRUE,TRUE,TRUE,TRUE,,,,68.3,68.68867982,69.1,53,53,,,,,,19,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,
2019,San Miguel Island,419,34 01.844,120 31.948,47.9,4.00,25.00,0,TRUE,TRUE,TRUE,TRUE,,,,68.5,68.65781295,68.9,64,64,,,,,,20,,,,,,,,,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,38,,,,,
2014,Hidden Reef,501,33 44.232,119 10.131,24.5,16.40,21.30,0,TRUE,TRUE,TRUE,TRUE,22.3,22.40204082,22.5,62,63.142858,65.4,49,49,,2,,,,20,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,4,,,,,3,,,2,,
2015,Hidden Reef,501,33 44.232,119 10.131,24.5,16.40,21.30,0,TRUE,TRUE,TRUE,TRUE,21.3,21.38833333,21.6,61.8,62.51999995,62.9,60,60,,5,,,,12,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,4,,4,,,,,,,,
2016,Hidden Reef,501,33 44.232,119 10.131,24.5,16.40,21.30,0,TRUE,TRUE,TRUE,TRUE,,,,67.9,69.779688,70.4,64,64,,12,,,,6,,,,,,,,,,,,,,,,,,,3,10,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,3,,,,,5,,,1,,
2017,Hidden Reef,501,33 44.232,119 10.131,24.5,16.40,21.30,0,TRUE,TRUE,TRUE,TRUE,,,,61.6,62.24516075,63.1,62,62,,6,,,,16,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,1,2,,4,,,5,,,1,,
2018,Hidden Reef,501,33 44.232,119 10.131,24.5,16.40,21.30,0,TRUE,TRUE,TRUE,TRUE,,,,69.5,70.440624,71.5,64,64,,8,,,,17,,,,,,,,,,3,,,,,,,,,,11,2,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,3,,,10,,,1,,
2019,Hidden Reef,501,33 44.232,119 10.131,24.5,16.40,21.30,0,TRUE,TRUE,TRUE,TRUE,,,,62.9,64.86000089,71.3,55,55,,7,,,,11,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,1,5,,2,,,3,,,9,,
2014,Hidden Reef,502,33 40.744,119 05.118,28.6,11.80,23.10,0,TRUE,TRUE,TRUE,TRUE,22.6,22.85,23.1,116.6,117.4949993,118.5,20,20,,5,,,,3,2,,,,,,,,,,,3,,,,,,,2,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,
2015,Hidden Reef,502,33 40.744,119 05.118,28.6,11.80,23.10,0,TRUE,TRUE,TRUE,TRUE,21.3,21.3,21.3,117.6,119.8333324,121.4,42,42,,21,,,,12,,,,,,,,,,,,3,,,,,,,,,2,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
2016,Hidden Reef,502,33 40.744,119 05.118,28.6,11.80,23.10,0,TRUE,TRUE,TRUE,TRUE,,,,120.1,121.5499992,122.9,20,20,,9,,,,5,,,,,,,,,,,,1,,,,,,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
2017,Hidden Reef,502,33 40.744,119 05.118,28.6,11.80,23.10,0,TRUE,TRUE,TRUE,TRUE,,,,115.5,117.6435891,120.6,39,39,,11,,,,16,,,,,,,,,,,,3,,,,,,,1,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,4,,,,,,1,,
2018,Hidden Reef,502,33 40.744,119 05.118,28.6,11.80,23.10,0,TRUE,TRUE,TRUE,TRUE,,,,116.7,119.2255797,123.3,43,43,,21,,,,5,,,,,,,,,,,,,,,,,,,,,5,,,,1,,,,,,,,,,,3,,,1,,,,,,,,,,,,2,,,,,,5,,
2019,Hidden Reef,502,33 40.744,119 05.118,28.6,11.80,23.10,0,TRUE,TRUE,TRUE,TRUE,,,,115.3,117.8169232,125.6,65,65,,49,,,,11,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,
2014,Hidden Reef,503,33 42.540,119 08.024,26.3,14.20,22.30,0,TRUE,TRUE,TRUE,TRUE,22.3,22.48666667,22.5,80.4,83.13333282,88.1,15,15,,,,,,7,,,,,,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,,
2015,Hidden Reef,503,33 42.540,119 08.024,26.3,14.20,22.30,0,TRUE,TRUE,TRUE,TRUE,21,21.09285714,21.3,82.1,85.68571418,89.9,14,14,,1,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,2,,,,,,6,,,,,,,,
2016,Hidden Reef,503,33 42.540,119 08.024,26.3,14.20,22.30,0,TRUE,TRUE,TRUE,TRUE,,,,80.8,81.65833346,82.1,12,12,,2,,,,5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,1,,
2017,Hidden Reef,503,33 42.540,119 08.024,26.3,14.20,22.30,0,TRUE,TRUE,TRUE,TRUE,,,,79.7,86.38648657,95.1,37,37,,,,,,5,,,,,,,,,,,,5,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,4,,,,,,20,,,,,,1,,
2018,Hidden Reef,503,33 42.540,119 08.024,26.3,14.20,22.30,0,TRUE,TRUE,TRUE,TRUE,,,,81.4,86.06078473,94.5,51,51,,19,,,,5,,,,,,,,,,,,3,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,9,,,2,,,11,,,,,,,,
2019,Hidden Reef,503,33 42.540,119 08.024,26.3,14.20,22.30,0,TRUE,TRUE,TRUE,TRUE,,,,81.2,87.78055467,90.6,36,36,,7,,,,,,,,,,,,,,1,,4,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,1,2,,19,,,,,,,,
2015,Kidney Bank,506,33 37.935,119 07.073,31.,9.60,26.30,0,TRUE,TRUE,TRUE,TRUE,21,21.24545455,21.3,82.5,83.55227436,84.8,44,44,,8,,,,4,,,,,,,,,,9,,2,,,,,,,,14,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,3,,,,,
2016,Kidney Bank,506,33 37.935,119 07.073,31.,9.60,26.30,0,TRUE,TRUE,TRUE,TRUE,,,,82.5,83.31999887,85.2,65,65,,20,,,,2,,,,,,,,,,,,1,,,,,,,1,23,5,,,,,,,,,,,,,,,,,,,,,,,,3,,,,2,,4,,,4,,,,,
2017,Kidney Bank,506,33 37.935,119 07.073,31.,9.60,26.30,0,TRUE,TRUE,TRUE,TRUE,,,,82,82.73684211,84.4,38,38,,10,,,,1,,,,,,,,,,8,,,,,,,,,,8,3,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,6,,,,,
2018,Kidney Bank,506,33 37.935,119 07.073,31.,9.60,26.30,0,TRUE,TRUE,TRUE,TRUE,,,,82.3,83.07301609,84.6,63,63,,21,,1,,3,,,,,,,,,,4,,2,1,,,,,,,12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,13,,,,,
2019,Kidney Bank,506,33 37.935,119 07.073,31.,9.60,26.30,0,TRUE,TRUE,TRUE,TRUE,,,,82.1,82.79599884,84.5,50,50,,23,,,,3,,,,,,,,,,10,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,3,,,,,
2015,Kidney Bank,507,33 36.508,119 09.374,32.3,9.30,28.30,0,TRUE,TRUE,TRUE,TRUE,21.3,21.440625,21.6,69.9,71.5875001,73.2,32,32,,2,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,2,,2,,,14,,,,,
2016,Kidney Bank,507,33 36.508,119 09.374,32.3,9.30,28.30,0,TRUE,TRUE,TRUE,TRUE,,,,71.5,71.85869582,72.6,46,46,,2,,,,3,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,19,,,5,3,,10,,,,,,,,
2017,Kidney Bank,507,33 36.508,119 09.374,32.3,9.30,28.30,0,TRUE,TRUE,TRUE,TRUE,,,,69.4,69.6857169,69.8,7,7,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,
2018,Kidney Bank,507,33 36.508,119 09.374,32.3,9.30,28.30,0,TRUE,TRUE,TRUE,TRUE,,,,69.9,71.35818135,72.6,55,55,,12,,,,9,,,,,,,,,,,,1,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,21,,,2,,,7,,,1,,,,,
2019,Kidney Bank,507,33 36.508,119 09.374,32.3,9.30,28.30,0,TRUE,TRUE,TRUE,TRUE,,,,70.1,72.35999908,74.6,20,20,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,1,,5,,,4,,,,,
