SurveyYear,AreaDesc,SiteName,SiteLatitude,SiteLongitude,PortDistance,LandfallDist_NM,MainlandDist_NM,AvgOfAvgSST,AvgOfVesselDepth,Bank.Rockfish,Blue.Rockfish,Bocaccio,California.Scorpionfish,California.Sheephead,Canary.Rockfish,Chilipepper,Copper.Rockfish,Cowcod,Flag.Rockfish,Gopher.Rockfish,Greenblotched.Rockfish,Greenspotted.Rockfish,Greenstriped.Rockfish,Halfbanded.Rockfish,Honeycomb.Rockfish,Lingcod,Lizardfish,Mexican.Rockfish,Ocean.Whitefish,Olive.Rockfish,Pacific.Bonito,Pacific.Mackerel,Pink.Rockfish,Rosy.Rockfish,Sanddab.Unidentified,Southern.Rock.Sole,Speckled.Rockfish,Spiny.Dogfish,Squarespot.Rockfish,Starry.Rockfish,Swordspine.Rockfish,Treefish,Unknown.Fish,Vermilion.Rockfish,Widow.Rockfish,Yelloweye.Rockfish,Yellowtail.Rockfish,HooksWithFish,ValidHooks,CPUE_perValidHook,CPUE_fishpersite,Target,Nontarget,Carnivore,Piscivore,Planktivore,Target.CPUE,Nontarget.CPUE,Piscivore.CPUE,Carnivore.CPUE,Planktivore.CPUE,Target.Dsimpsons,Nontarget.Dsimpsons,Piscivore.Dsimpsons,Carnivore.Dsimpsons,Planktivore.Dsimpsons,Diversity.Shannon,Diversity.Simpson,Diversity.InvSimpson
2008,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,NA,89.62820572,1,0,23,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,39,57,0.684210526,51.31578947,39,0,10,28,1,0.684210526,0,0.49122807,0.175438596,0.01754386,0.600920447,1,0.293367347,0.48,0,1.190246498,0.600920447,2.505766063
2009,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,NA,86.3999998,1,0,6,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,12,0,0,0,31,75,0.413333333,31,30,1,19,9,3,0.4,0.013333333,0.12,0.253333333,0.04,0.771111111,0,0.444444444,0.559556787,0.666666667,1.867941891,0.784599376,4.642512077
2010,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,NA,87.67692331,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,70,0.185714286,13.92857143,13,0,12,1,0,0.185714286,0,0.014285714,0.171428571,0,0.272189349,1,0,0.152777778,1,0.53596105,0.272189349,1.37398374
2011,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,NA,90.84545448,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,22,73,0.301369863,22.60273973,22,0,8,14,0,0.301369863,0,0.191780822,0.109589041,0,0.516528926,1,0.132653061,0,1,0.81923,0.516528926,2.068376068
2012,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,21.29285714,87.24285616,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,14,63,0.222222222,16.66666667,14,0,8,6,0,0.222222222,0,0.095238095,0.126984127,0,0.734693878,1,0.611111111,0.40625,1,1.536722469,0.734693878,3.769230769
2013,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,18.44705882,84.11764706,0,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,34,62,0.548387097,41.12903226,34,0,18,16,0,0.548387097,0,0.258064516,0.290322581,0,0.603806228,1,0.21875,0.203703704,1,1.094168862,0.603806228,2.524017467
2014,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,21.66190476,89.28571429,0,0,17,0,0,2,0,0,1,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,42,75,0.56,42,42,0,15,24,3,0.56,0,0.32,0.2,0.04,0.746031746,1,0.434027778,0.497777778,0,1.596740983,0.746031746,3.9375
2015,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,23.3625,82.66666667,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,15,0,0,0,24,73,0.328767123,24.65753425,23,1,19,2,3,0.315068493,0.01369863,0.02739726,0.260273973,0.04109589,0.54442344,0,0.5,0.360110803,0,1.290433654,0.579861111,2.380165289
2016,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,NA,92.75357219,3,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,28,75,0.373333333,28,28,0,10,10,8,0.373333333,0,0.133333333,0.133333333,0.106666667,0.778061224,1,0.18,0.42,0.46875,1.61665967,0.778061224,4.505747126
2017,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,NA,85.78043365,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,34,0,0,0,46,69,0.666666667,50,46,0,35,10,1,0.666666667,0,0.144927536,0.507246377,0.014492754,0.420604915,1,0.32,0.055510204,0,0.830422168,0.420604915,1.72593801
2018,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,NA,86.6551031,0,0,11,0,0,6,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,4,0,0,49,67,0.731343284,54.85074627,49,0,35,14,0,0.731343284,0,0.208955224,0.52238806,0,0.665556018,1,0.357142857,0.447346939,1,1.350375967,0.665556018,2.99003736
2019,Santa Cruz Island,231,33 56.434,119 39.518,25,2.4,25,NA,97.07179515,0,0,12,0,0,4,0,0,3,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,13,0,0,0,39,74,0.527027027,39.52702703,39,0,20,17,2,0.527027027,0,0.22972973,0.27027027,0.027027027,0.769230769,1,0.456747405,0.525,0,1.710661163,0.769230769,4.333333333
2004,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,NA,110.4347826,1,0,8,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,23,75,0.306666667,23,23,0,13,9,1,0.306666667,0,0.12,0.173333333,0.013333333,0.642722117,1,0.197530864,0.272189349,0,1.265390723,0.642722117,2.798941799
2008,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,NA,112.2673077,0,0,16,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,52,73,0.712328767,53.42465753,52,0,31,21,0,0.712328767,0,0.287671233,0.424657534,0,0.607248521,1,0.390022676,0.174817898,1,1.150453066,0.607248521,2.54613936
2009,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,NA,112.2803041,1,0,12,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,66,74,0.891891892,66.89189189,66,0,49,16,1,0.891891892,0,0.216216216,0.662162162,0.013513514,0.436179982,1,0.4140625,0.03998334,0,0.901430156,0.436179982,1.773615635
2010,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,NA,111.3833319,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,12,75,0.16,12,12,0,9,1,2,0.16,0,0.013333333,0.12,0.026666667,0.513888889,1,0,0.197530864,0,0.983087759,0.513888889,2.057142857
2011,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,NA,109.5615386,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,65,69,0.942028986,70.65217391,65,0,47,18,0,0.942028986,0,0.260869565,0.68115942,0,0.44260355,1,0.549382716,0,1,0.830272027,0.44260355,1.794055202
2012,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,20.72352941,110.0852929,1,0,19,0,0,0,1,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,1,0,0,68,75,0.906666667,68,68,0,40,27,1,0.906666667,0,0.36,0.533333333,0.013333333,0.602508651,1,0.463648834,0.09625,0,1.225300373,0.602508651,2.51577802
2013,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,18.93877551,111.2183667,0,0,8,0,0,0,1,0,16,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,0,0,49,74,0.662162162,49.66216216,49,0,21,28,0,0.662162162,0,0.378378378,0.283783784,0,0.695543524,1,0.579081633,0.090702948,1,1.356974702,0.695543524,3.284541724
2014,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,19.87818182,115.1290931,2,0,6,0,0,0,2,0,3,0,0,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,55,70,0.785714286,58.92857143,55,0,39,14,2,0.785714286,0,0.2,0.557142857,0.028571429,0.526942149,1,0.724489796,0.097304405,0,1.221959842,0.526942149,2.113906359
2015,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,21.3,112.4693557,5,0,9,0,0,0,0,0,12,0,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,30,0,0,0,62,74,0.837837838,62.83783784,62,0,33,24,5,0.837837838,0,0.324324324,0.445945946,0.067567568,0.697190427,1,0.59375,0.168962351,0,1.476180462,0.697190427,3.302405498
2016,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,NA,109.2591553,2,0,17,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,71,74,0.959459459,71.95945946,71,0,50,19,2,0.959459459,0,0.256756757,0.675675676,0.027027027,0.445149772,1,0.188365651,0,0,0.790308527,0.445149772,1.802288166
2017,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,NA,110.2275881,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,58,62,0.935483871,70.16129032,58,0,46,12,0,0.935483871,0,0.193548387,0.741935484,0,0.328180737,1,0,0,1,0.5098157,0.328180737,1.488495575
2018,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,NA,113.3931017,9,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,58,61,0.950819672,71.31147541,58,0,35,14,9,0.950819672,0,0.229508197,0.573770492,0.147540984,0.582639715,1,0.5,0,0,1.137470562,0.582639715,2.396011396
2019,Santa Cruz Island,232,33 56.451,119 39.010,24.6,2.6,24.6,NA,108.5106378,5,0,8,0,0,0,0,0,4,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,47,69,0.68115942,51.08695652,47,0,30,12,5,0.68115942,0,0.173913043,0.434782609,0.072463768,0.620190131,1,0.444444444,0.184444444,0,1.284152089,0.620190131,2.632896305
2004,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,49.79999962,0,0,1,0,0,0,1,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,20,75,0.266666667,20,20,0,18,2,0,0.266666667,0,0.026666667,0.24,0,0.665,1,0.5,0.592592593,1,1.289921983,0.665,2.985074627
2005,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,48.40500031,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,0,0,4,4,0,0,20,75,0.266666667,20,17,3,11,5,4,0.226666667,0.04,0.066666667,0.146666667,0.053333333,0.809688581,0,0.32,0.694214876,0.375,1.929849096,0.84,6.25
2006,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,48.80555513,0,0,11,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,18,75,0.24,18,17,0,4,11,2,0.226666667,0,0.146666667,0.053333333,0.026666667,0.546712803,1,0,0.625,0,1.270958607,0.592592593,2.454545455
2007,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,48.93043402,0,0,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,23,75,0.306666667,23,23,0,1,22,0,0.306666667,0,0.293333333,0.013333333,0,0.355387524,1,0.297520661,0,1,0.632369473,0.355387524,1.551319648
2008,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,48.75600128,0,0,14,0,0,0,0,2,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,25,60,0.416666667,31.25,25,0,11,14,0,0.416666667,0,0.233333333,0.183333333,0,0.624,1,0,0.67768595,1,1.231830889,0.624,2.659574468
2009,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,49.13500061,0,0,8,0,0,0,3,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,75,0.266666667,20,20,0,9,11,0,0.266666667,0,0.146666667,0.12,0,0.69,1,0.396694215,0.37037037,1,1.318095261,0.69,3.225806452
2010,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,49,0,0,4,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,75,0.133333333,10,10,0,4,6,0,0.133333333,0,0.08,0.053333333,0,0.7,1,0.444444444,0.375,1,1.279854226,0.7,3.333333333
2011,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,50.01515105,0,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,33,75,0.44,33,33,0,19,14,0,0.44,0,0.186666667,0.253333333,0,0.565656566,1,0.244897959,0.099722992,1,0.97432981,0.565656566,2.302325581
2012,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,21.38333333,48.31249984,0,0,15,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,24,75,0.32,24,24,0,6,17,1,0.32,0,0.226666667,0.08,0.013333333,0.555555556,1,0.207612457,0.277777778,0,1.092460625,0.555555556,2.25
2013,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,19.2,48.65714155,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,14,70,0.2,15,14,0,5,8,1,0.2,0,0.114285714,0.071428571,0.014285714,0.653061224,1,0.21875,0.32,0,1.270018152,0.653061224,2.882352941
2014,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,21.68,48.58000107,0,0,6,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,75,0.133333333,10,10,0,4,6,0,0.133333333,0,0.08,0.053333333,0,0.58,1,0,0.625,1,1.088899975,0.58,2.380952381
2015,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,23.72083333,49.8250006,0,0,1,0,0,0,0,4,0,0,0,0,4,0,1,0,2,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,0,3,0,0,0,24,70,0.342857143,25.71428571,23,1,19,3,2,0.328571429,0.014285714,0.042857143,0.271428571,0.028571429,0.790170132,0,0.444444444,0.709141274,0.5,1.827719728,0.805555556,5.142857143
2016,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,49.72499943,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,75,0.053333333,4,4,0,1,3,0,0.053333333,0,0.04,0.013333333,0,0.375,1,0,0,1,0.562335145,0.375,1.6
2017,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,50.69285829,0,0,2,0,0,0,2,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,14,75,0.186666667,14,11,3,9,4,1,0.146666667,0.04,0.053333333,0.12,0.013333333,0.710743802,0.444444444,0.5,0.617283951,0,1.767194998,0.795918367,4.9
2018,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,49.34516193,0,0,9,0,0,0,13,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,31,75,0.413333333,31,31,0,9,22,0,0.413333333,0,0.293333333,0.12,0,0.697190427,1,0.483471074,0.49382716,1,1.328948043,0.697190427,3.302405498
2019,Santa Cruz Island,233,33 56.193,119 41.583,26.9,1.8,26.9,NA,49.79999924,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,75,0.013333333,1,1,0,1,0,0,0.013333333,0,0,0.013333333,0,0,1,1,0,1,0,0,1
2004,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,47.50961538,0,0,6,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,52,70,0.742857143,55.71428571,52,0,44,8,0,0.742857143,0,0.114285714,0.628571429,0,0.48816568,1,0.40625,0.304752066,1,1.001655072,0.48816568,1.953757225
2005,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,47.77884615,0,0,2,0,0,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,43,0,0,0,52,75,0.693333333,52,51,1,48,4,0,0.68,0.013333333,0.053333333,0.64,0,0.282199154,0,0.625,0.191840278,1,0.724320054,0.309171598,1.447537473
2006,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,48.58139579,0,0,5,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,32,0,0,0,43,72,0.597222222,44.79166667,43,0,37,6,0,0.597222222,0,0.083333333,0.513888889,0,0.427257977,1,0.277777778,0.245434624,1,0.930425065,0.427257977,1.74598678
2007,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,49.31017045,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,42,0,0,0,59,75,0.786666667,59,59,0,53,5,1,0.786666667,0,0.066666667,0.706666667,0.013333333,0.475725366,1,0.32,0.356710573,0,1.074721093,0.475725366,1.90739726
2008,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,48.65853798,0,0,7,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,16,0,0,0,41,70,0.585714286,43.92857143,41,0,31,8,2,0.585714286,0,0.114285714,0.442857143,0.028571429,0.755502677,1,0.21875,0.628511967,0,1.59759221,0.755502677,4.090024331
2009,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,49.40909091,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,1,22,75,0.293333333,22,22,0,22,0,0,0.293333333,0,0,0.293333333,0,0.661157025,1,1,0.661157025,1,1.274259953,0.661157025,2.951219512
2010,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,75,0.013333333,1,1,0,1,0,0,0.013333333,0,0,0.013333333,0,0,1,1,0,1,0,0,1
2011,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,48.02105231,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,19,75,0.253333333,19,19,0,15,3,1,0.253333333,0,0.04,0.2,0.013333333,0.570637119,1,0.444444444,0.337777778,0,1.229098531,0.570637119,2.329032258
2012,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,15.8,49.29666672,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,30,75,0.4,30,30,0,22,8,0,0.4,0,0.106666667,0.293333333,0,0.42,1,0.40625,0,1,0.776081022,0.42,1.724137931
2013,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,14.83333333,48.90833346,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,12,75,0.16,12,12,0,10,2,0,0.16,0,0.026666667,0.133333333,0,0.611111111,1,0.5,0.46,1,1.234267866,0.611111111,2.571428571
2014,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,16.7,49.10000025,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,15,75,0.2,15,15,0,12,3,0,0.2,0,0.04,0.16,0,0.337777778,1,0.444444444,0,1,0.627705257,0.337777778,1.510067114
2015,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,19.06734694,49.42448994,0,0,15,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,10,1,0,8,49,75,0.653333333,49,49,0,23,22,4,0.653333333,0,0.293333333,0.306666667,0.053333333,0.812161599,1,0.475206612,0.657844991,0,1.8345555,0.812161599,5.323725055
2016,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,49.32558104,0,0,6,0,0,3,0,5,0,0,0,0,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,18,0,0,1,43,75,0.573333333,43,43,0,29,10,4,0.573333333,0,0.133333333,0.386666667,0.053333333,0.770146025,1,0.54,0.568370987,0,1.799628405,0.770146025,4.350588235
2017,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,49.76666514,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,39,0.076923077,5.769230769,3,0,2,1,0,0.076923077,0,0.025641026,0.051282051,0,0.666666667,1,0,0.5,1,1.098612289,0.666666667,3
2018,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,49.50999947,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,2,0,0,20,75,0.266666667,20,20,0,13,6,1,0.266666667,0,0.08,0.173333333,0.013333333,0.81,1,0,0.769230769,0,1.782047156,0.81,5.263157895
2019,Santa Rosa Island,287,34 05.674,120 15.738,34.5,4,22.1,NA,49.78333314,0,0,3,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,75,0.16,12,12,0,6,6,0,0.16,0,0.08,0.08,0,0.777777778,1,0.5,0.611111111,1,1.545422903,0.777777778,4.5
2005,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,72.73076806,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,75,0.173333333,13,13,0,12,1,0,0.173333333,0,0.013333333,0.16,0,0.142011834,1,0,0,1,0.271189373,0.142011834,1.165517241
2006,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,79.78888787,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,75,0.12,9,9,0,9,0,0,0.12,0,0,0.12,0,0,1,1,0,1,0,0,1
2007,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,72.58181832,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11,75,0.146666667,11,10,1,8,2,1,0.133333333,0.013333333,0.026666667,0.106666667,0.013333333,0.32,0,0,0,0,0.759547391,0.429752066,1.753623188
2008,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,71.70555708,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,75,0.24,18,17,1,17,1,0,0.226666667,0.013333333,0.013333333,0.226666667,0,0.110726644,0,0,0.110726644,1,0.425848449,0.203703704,1.255813953
2009,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,72.71666654,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,75,0.16,12,11,1,11,0,1,0.146666667,0.013333333,0,0.146666667,0.013333333,0,0,1,0,0,0.286835983,0.152777778,1.180327869
2010,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,73.60714231,0,0,2,0,0,0,1,0,0,0,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,14,75,0.186666667,14,12,2,9,3,2,0.16,0.026666667,0.04,0.12,0.026666667,0.513888889,0.5,0.444444444,0.197530864,0.5,1.351783994,0.632653061,2.722222222
2011,Santa Rosa Flats,333,33 52.912,119 54.907,35.2,4.5,31.6,NA,69.33333079,0,0,4,0,0,0,1,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,18,75,0.24,18,18,0,12,6,0,0.24,0,0.08,0.16,0,0.567901235,1,0.5,0.152777778,1,1.1169259,0.567901235,2.314285714
